"方向","代碼","名稱","訂單價格","訂單數量","訂單金額","交易狀態","已成交@均價","下單時間","類型","期限","盤前競價","時段","觸發價","允許開倉","市場","幣種","訂單來源","成交數量","成交價格","成交金額","成交時間","市場","幣種","對手經紀","備註","佣金","平台使用費","交收費","印花稅","交易費","證監會徵費","財匯局徵費","綜合審計跟蹤監管費","交易活動費","證監會規費","合計費用"
"買入","09660","地平線機器人-W","7.28","600","4,368.00","全部成交","600@7.28","2025/02/18 09:20:05 (香港)","止損限價單","當日有效","","","7.26","","港股","HKD","","600","7.28","4,368.00","2025/02/18 09:56:07 (香港)","港股","HKD","8469","","0","15","2","5","0.25","0.12","0.01","","","","22.38"
"買入","09660","地平線機器人-W","7.20","600","4,320.00","全部成交","600@7.19","2025/02/18 09:17:33 (香港)","競價限價單","當日有效","","","","","港股","HKD","","600","7.19","4,314.00","2025/02/18 09:20:48 (香港)","港股","HKD","348","","0","15","2","5","0.24","0.12","0.01","","","","22.37"
"賣出","00526","利時集團控股","市價","2,000","310.00","全部成交","2,000@0.155","2025/02/17 14:42:22 (香港)","止損市價單","撤單前有效","","","0.156","","港股","HKD","","2,000","0.155","310.00","2025/02/17 14:51:57 (香港)","港股","HKD","1836","","0","15","2","1","0.02","0.01","0","","","","18.03"
"買入","07500","南方兩倍做空恆指","2.854","100","285.40","全部成交","100@2.854","2025/02/17 10:12:00 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","100","2.854","285.40","2025/02/17 10:12:00 (香港)","港股","HKD","1799","","0","15","2","0","0.02","0.01","0","","","","17.03"
"買入","07500","南方兩倍做空恆指","2.852","100","285.20","全部成交","100@2.852","2025/02/17 10:11:47 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","100","2.852","285.20","2025/02/17 10:11:47 (香港)","港股","HKD","1451","","0","15","2","0","0.02","0.01","0","","","","17.03"
"買入","07552","南方兩倍做空恆科","1.974","100","197.40","已撤單","0@0.00","2025/02/17 10:07:27 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","07500","南方兩倍做空恆指","2.818","100","281.80","已撤單","0@0.00","2025/02/17 10:07:21 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","07200","南方兩倍做多恆指","4.89","1,000","4,890.00","全部成交","1,000@4.89","2025/02/17 10:06:57 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","1,000","4.89","4,890.00","2025/02/17 10:06:57 (香港)","港股","HKD","8554","","0","15","2","0","0.28","0.13","0.01","","","","17.42"
"賣出","02431","佑駕創新","觸及市價","200","0.00","已撤單","0@0.00","2025/02/14 16:00:25 (香港)","觸及市價單(止盈)","撤單前有效","","","60.00","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","07552","南方兩倍做空恆科","1.994","100","199.40","全部成交","100@1.994","2025/02/14 15:58:16 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","100","1.994","199.40","2025/02/14 15:58:17 (香港)","港股","HKD","8914","","0","15","2","0","0.01","0.01","0","","","","17.02"
"買入","07500","南方兩倍做空恆指","2.844","100","284.40","全部成交","100@2.844","2025/02/14 15:57:48 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","100","2.844","284.40","2025/02/14 15:57:49 (香港)","港股","HKD","8578","","0","15","2","0","0.02","0.01","0","","","","17.03"
"賣出","07200","南方兩倍做多恆指","觸及市價","1,000","0.00","已撤單","0@0.00","2025/02/14 15:54:40 (香港)","止損市價單","撤單前有效","","","4.70","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","09660","地平線機器人-W","6.81","1,200","8,172.00","全部成交","1,200@6.81","2025/02/14 15:49:49 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","1,200","6.81","8,172.00","2025/02/14 15:49:58 (香港)","港股","HKD","8463","","0","15","2","9","0.46","0.22","0.01","","","","26.69"
"賣出","09660","地平線機器人-W","6.89","1,200","8,268.00","已撤單","0@0.00","2025/02/14 13:13:49 (香港)","觸及限價單(止盈)","撤單前有效","","","6.91","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","09660","地平線機器人-W","市價","600","4,110.00","全部成交","600@6.85","2025/02/14 11:32:29 (香港)","止損市價單","撤單前有效","","","6.85","","港股","HKD","","600","6.85","4,110.00","2025/02/17 10:05:12 (香港)","港股","HKD","2245","","0","15","2","5","0.23","0.11","0.01","","","","22.35"
"買入","09660","地平線機器人-W","6.43","1,200","7,716.00","全部成交","1,200@6.43","2025/02/14 11:29:11 (香港)","限價單","當日有效","允許","","","","港股","HKD","","1,200","6.43","7,716.00","2025/02/14 11:29:11 (香港)","港股","HKD","1291","","0","15","2","8","0.44","0.21","0.01","","","","25.66"
"買入","09660","地平線機器人-W","6.51","600","3,906.00","全部成交","600@6.49","2025/02/14 11:18:58 (香港)","止損限價單","當日有效","","","6.49","","港股","HKD","","600","6.49","3,894.00","2025/02/14 11:34:30 (香港)","港股","HKD","8578","","0","15","2","4","0.22","0.11","0.01","","","","21.34"
"買入","02570","重塑能源","觸及市價","20","0.00","已撤單","0@0.00","2025/02/12 22:18:40 (香港)","觸及市價單(止盈)","撤單前有效","","","220.00","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","07500","南方兩倍做空恆指","3.178","100","317.80","全部成交","100@3.178","2025/02/11 10:36:05 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","100","3.178","317.80","2025/02/11 10:36:14 (香港)","港股","HKD","1491","","0","15","2","0","0.02","0.01","0","","","","17.03"
"賣出","07552","南方兩倍做空恆科","2.278","100","227.80","全部成交","100@2.278","2025/02/11 10:35:54 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","100","2.278","227.80","2025/02/11 10:36:15 (香港)","港股","HKD","1491","","0","15","2","0","0.01","0.01","0","","","","17.02"
"買入","07500","南方兩倍做空恆指","3.168","200","633.60","全部成交","200@3.168","2025/02/11 10:21:35 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","3.168","633.60","2025/02/11 10:21:35 (香港)","港股","HKD","5883","","0","15","2","0","0.04","0.02","0","","","","17.06"
"買入","07552","南方兩倍做空恆科","2.266","200","453.20","全部成交","200@2.266","2025/02/11 10:21:20 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","2.266","453.20","2025/02/11 10:21:21 (香港)","港股","HKD","8531","","0","15","2","0","0.03","0.01","0","","","","17.04"
"賣出","02438","出門問問","市價","1,000","590.00","全部成交","1,000@0.59","2025/02/11 09:23:42 (香港)","止損市價單","撤單前有效","","","0.59","","港股","HKD","","1,000","0.59","590.00","2025/02/17 11:41:44 (香港)","港股","HKD","7143","","0","15","2","1","0.03","0.02","0","","","","18.05"
"賣出","02431","佑駕創新","28.00","200","5,600.00","已撤單","0@0.00","2025/02/11 00:06:08 (香港)","觸及限價單(止盈)","撤單前有效","","","28.50","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02438","出門問問","市價","1,000","770.00","全部成交","1,000@0.77","2025/02/10 15:34:47 (香港)","止損市價單","撤單前有效","","","0.78","","港股","HKD","","1,000","0.77","770.00","2025/02/11 09:30:04 (香港)","港股","HKD","8088","","0","15","2","1","0.04","0.02","0","","","","18.06"
"賣出","02533","黑芝麻智能","24.25","200","4,850.00","全部成交","200@24.25","2025/02/10 15:32:44 (香港)","限價單","當日有效","允許","","","","港股","HKD","","200","24.25","4,850.00","2025/02/10 15:32:48 (香港)","港股","HKD","8176","","0","15","2","5","0.27","0.13","0.01","","","","22.41"
"買入","02533","黑芝麻智能","27.00","200","5,400.00","全部成交","200@27.00","2025/02/10 13:47:01 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","27.00","5,400.00","2025/02/10 13:47:01 (香港)","港股","HKD","5999","","0","15","2","6","0.31","0.15","0.01","","","","23.47"
"賣出","07552","南方兩倍做空恆科","2.202","200","440.40","全部成交","200@2.202","2025/02/10 13:46:23 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","2.202","440.40","2025/02/10 13:46:39 (香港)","港股","HKD","5275","","0","15","2","0","0.02","0.01","0","","","","17.03"
"賣出","02431","佑駕創新","市價","200","5,490.00","全部成交","200@27.45","2025/02/10 13:17:30 (香港)","止損市價單","撤單前有效","","","27.50","","港股","HKD","","200","27.45","5,490.00","2025/02/17 09:56:28 (香港)","港股","HKD","8908","","0","15","2","6","0.31","0.15","0.01","","","","23.47"
"買入","02431","佑駕創新","24.40","200","4,880.00","全部成交","200@24.40","2025/02/10 13:16:19 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","24.40","4,880.00","2025/02/10 13:16:19 (香港)","港股","HKD","1291","","0","15","2","5","0.28","0.13","0.01","","","","22.42"
"賣出","02431","佑駕創新","觸及市價","200","0.00","已撤單","0@0.00","2025/02/10 13:15:48 (香港)","止損市價單","撤單前有效","","","27.80","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","02431","佑駕創新","24.40","200","4,880.00","全部成交","200@24.40","2025/02/10 13:14:29 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","24.40","4,880.00","2025/02/10 13:14:55 (香港)","港股","HKD","1291","","0","15","2","5","0.28","0.13","0.01","","","","22.42"
"買入","07552","南方兩倍做空恆科","2.24","100","224.00","全部成交","100@2.24","2025/02/10 10:14:35 (香港)","限價單","當日有效","允許","","","","港股","HKD","","100","2.24","224.00","2025/02/10 10:14:35 (香港)","港股","HKD","1451","","0","15","2","0","0.01","0.01","0","","","","17.02"
"買入","07552","南方兩倍做空恆科","2.24","100","224.00","全部成交","100@2.24","2025/02/10 10:13:50 (香港)","限價單","當日有效","允許","","","","港股","HKD","","100","2.24","224.00","2025/02/10 10:13:50 (香港)","港股","HKD","1490","","0","15","2","0","0.01","0.01","0","","","","17.02"
"買入","02438","出門問問","0.66","1,000","660.00","全部成交","1,000@0.65","2025/02/05 10:25:45 (香港)","止損限價單","2025/03/07 (香港) 收市前有效","","","0.65","","港股","HKD","","1,000","0.65","650.00","2025/02/06 11:43:20 (香港)","港股","HKD","895","","0","15","2","1","0.04","0.02","0","","","","18.06"
"買入","02438","出門問問","0.60","1,000","600.00","全部成交","1,000@0.60","2025/02/05 10:23:46 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","1,000","0.60","600.00","2025/02/05 10:28:45 (香港)","港股","HKD","9069","","0","15","2","1","0.03","0.02","0","","","","18.05"
"賣出","01894","恒益控股","0.042","10,000","420.00","全部成交","10,000@0.042","2025/02/03 11:29:34 (香港)","限價單","當日有效","允許","","","","港股","HKD","","10,000","0.042","420.00","2025/02/03 11:30:02 (香港)","港股","HKD","1577","","0","15","2","1","0.02","0.01","0","","","","18.03"
"賣出","00325","布魯可","99.00","300","29,700.00","全部成交","300@99.00","2025/01/09 16:16:43 (香港)","富途暗盤","當日有效","","","","","港股","HKD","","300","99.00","29,700.00","2025/01/09 16:18:51 (香港)","港股","HKD","8302","","8.91","15","2","30","1.68","0.8","0.04","","","","58.43"
"賣出","00325","布魯可","99.00","300","29,700.00","下單失敗","0@0.00","2025/01/09 16:15:45 (香港)","富途暗盤","當日有效","","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02431","佑駕創新","市價","200","3,492.00","全部成交","200@17.46","2024/12/27 09:37:46 (香港)","止損市價單","撤單前有效","","","17.60","","港股","HKD","","200","17.46","3,492.00","2025/01/02 10:35:39 (香港)","港股","HKD","2356","","0","15","2","4","0.2","0.09","0.01","","","","21.3"
"賣出","02431","佑駕創新","市價","200","3,608.00","全部成交","200@18.04","2024/12/27 09:36:25 (香港)","止損市價單","撤單前有效","","","18.09","","港股","HKD","","200","18.04","3,608.00","2024/12/27 09:36:40 (香港)","港股","HKD","4365","","0","15","2","4","0.2","0.1","0.01","","","","21.31"
"買入","02431","佑駕創新","18.28","400","7,312.00","全部成交","400@18.28","2024/12/27 09:35:34 (香港)","限價單","當日有效","不允許","","","","港股","HKD","","200","18.28","3,656.00","2024/12/27 09:35:37 (香港)","港股","HKD","8303","","0","15","4","8","0.42","0.2","0.02","","","","27.64"
"","","","","","","","","","","","","","","","","","","200","18.28","3,656.00","2024/12/27 09:35:36 (香港)","港股","HKD","6698","","","","","","","","","","","",""
"賣出","01949","佰達國際控股","市價","10,000","1,190.00","全部成交","10,000@0.119","2024/11/18 09:30:59 (香港)","市價單","當日有效","","","","","港股","HKD","","10,000","0.119","1,190.00","2024/11/18 09:31:00 (香港)","港股","HKD","8306","","0","15","2","2","0.07","0.03","0","","","","19.1"
"賣出","01949","佰達國際控股","0.155","10,000","1,550.00","已撤單","0@0.00","2024/11/18 09:18:00 (香港)","競價限價單","當日有效","","","","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","01949","佰達國際控股","0.134","2,000","268.00","全部成交","2,000@0.133","2024/11/15 15:50:08 (香港)","止損限價單","當日有效","","","0.132","","港股","HKD","","2,000","0.133","266.00","2024/11/15 15:51:26 (香港)","港股","HKD","9004","","0","15","2","1","0.02","0.01","0","","","","18.03"
"買入","01949","佰達國際控股","0.136","2,000","272.00","全部成交","2,000@0.135","2024/11/15 15:49:18 (香港)","止損限價單","當日有效","","","0.132","","港股","HKD","","2,000","0.135","270.00","2024/11/15 15:51:29 (香港)","港股","HKD","9109","","0","15","2","1","0.02","0.01","0","","","","18.03"
"買入","01949","佰達國際控股","0.136","2,000","272.00","全部成交","2,000@0.135","2024/11/15 15:48:53 (香港)","止損限價單","當日有效","","","0.132","","港股","HKD","","2,000","0.135","270.00","2024/11/15 15:51:27 (香港)","港股","HKD","4586","","0","15","2","1","0.02","0.01","0","","","","18.03"
"買入","01949","佰達國際控股","0.126","2,000","252.00","全部成交","2,000@0.126","2024/11/15 15:47:48 (香港)","限價單","當日有效","允許","","","","港股","HKD","","2,000","0.126","252.00","2024/11/15 15:47:49 (香港)","港股","HKD","9095","","0","15","2","1","0.01","0.01","0","","","","18.02"
"買入","01949","佰達國際控股","0.128","2,000","256.00","全部成交","2,000@0.128","2024/11/15 15:47:40 (香港)","限價單","當日有效","允許","","","","港股","HKD","","2,000","0.128","256.00","2024/11/15 15:47:41 (香港)","港股","HKD","786","","0","15","2","1","0.01","0.01","0","","","","18.02"
"買入","01949","佰達國際控股","0.135","4,000","540.00","下單失敗","0@0.00","2024/11/15 15:43:16 (香港)","止損限價單","當日有效","","","0.125","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","01949","佰達國際控股","0.215","4,000","860.00","已撤單","0@0.00","2024/11/15 15:41:35 (香港)","止損限價單","當日有效","","","0.205","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02551","晶科電子股份","4.05","2,000","8,100.00","全部成交","2,000@4.11","2024/11/12 14:36:21 (香港)","止損限價單","撤單前有效","","","4.15","","港股","HKD","","2,000","4.11","8,220.00","2024/11/18 11:26:33 (香港)","港股","HKD","8303","","0","15","2","9","0.46","0.22","0.01","","","","26.69"
"買入","02551","晶科電子股份","4.48","2,000","8,960.00","全部成交","2,000@4.48","2024/11/12 14:35:25 (香港)","止損限價單","當日有效","","","4.46","","港股","HKD","","1,000","4.48","4,480.00","2024/11/12 14:35:41 (香港)","港股","HKD","6084","","0","15","4","10","0.5","0.24","0.02","","","","29.76"
"","","","","","","","","","","","","","","","","","","1,000","4.48","4,480.00","2024/11/12 14:35:41 (香港)","港股","HKD","2439","","","","","","","","","","","",""
"買入","02551","晶科電子股份","4.86","1,000","4,860.00","已撤單","0@0.00","2024/11/12 13:39:38 (香港)","止損限價單","當日有效","","","4.84","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02551","晶科電子股份","4.75","1,000","4,750.00","全部成交","1,000@4.83","2024/11/08 14:14:41 (香港)","止損限價單","撤單前有效","","","4.85","","港股","HKD","","1,000","4.83","4,830.00","2024/11/12 09:40:03 (香港)","港股","HKD","8305","","0","15","2","5","0.27","0.13","0.01","","","","22.41"
"買入","02551","晶科電子股份","5.08","1,000","5,080.00","全部成交","1,000@5.08","2024/11/08 14:12:05 (香港)","止損限價單","當日有效","","","5.06","","港股","HKD","","1,000","5.08","5,080.00","2024/11/08 14:12:48 (香港)","港股","HKD","1836","","0","15","2","6","0.29","0.14","0.01","","","","23.44"
"買入","02551","晶科電子股份","5.24","1,000","5,240.00","已撤單","0@0.00","2024/11/08 13:49:53 (香港)","止損限價單","當日有效","","","5.22","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02551","晶科電子股份","4.58","1,000","4,580.00","全部成交","1,000@4.59","2024/11/08 11:02:27 (香港)","止損限價單","撤單前有效","","","4.59","","港股","HKD","","1,000","4.59","4,590.00","2024/11/08 11:03:21 (香港)","港股","HKD","1799","","0","15","2","5","0.26","0.12","0.01","","","","22.39"
"買入","02551","晶科電子股份","4.62","1,000","4,620.00","全部成交","1,000@4.62","2024/11/08 11:01:18 (香港)","限價單","當日有效","允許","","","","港股","HKD","","1,000","4.62","4,620.00","2024/11/08 11:01:18 (香港)","港股","HKD","8305","","0","15","2","5","0.26","0.12","0.01","","","","22.39"
"賣出","02460","華潤飲料","15.20","200","3,040.00","全部成交","200@15.22","2024/10/28 09:47:22 (香港)","止損限價單","撤單前有效","","","15.23","","港股","HKD","","200","15.22","3,044.00","2024/10/29 10:20:52 (香港)","港股","HKD","2457","","0","15","2","4","0.17","0.08","0","","","","21.25"
"買入","02460","華潤飲料","15.40","200","3,080.00","全部成交","200@15.40","2024/10/28 09:46:41 (香港)","限價單","當日有效","允許","","","","港股","HKD","","200","15.40","3,080.00","2024/10/28 09:46:41 (香港)","港股","HKD","6825","","0","15","2","4","0.17","0.08","0","","","","21.25"
"賣出","01894","恒益控股","0.05","5,000","250.00","已撤單","0@0.00","2024/10/25 13:56:18 (香港)","觸及限價單(止盈)","撤單前有效","","","0.053","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"賣出","02422","潤歌互動","0.70","4,000","2,800.00","全部成交","4,000@0.72","2024/10/25 13:55:20 (香港)","觸及限價單(止盈)","撤單前有效","","","0.722","","港股","HKD","","4,000","0.72","2,880.00","2024/11/12 09:34:07 (香港)","港股","HKD","2457","","0","15","2","3","0.16","0.08","0","","","","20.24"
"賣出","02422","潤歌互動","0.50","4,000","2,000.00","已撤單","0@0.00","2024/10/22 14:50:30 (香港)","止損限價單","撤單前有效","","","0.53","","港股","HKD","","","","","","","","","","","","","","","","","","","",""
"買入","02422","潤歌互動","0.62","4,000","2,480.00","全部成交","4,000@0.62","2024/10/22 14:48:31 (香港)","限價單","當日有效","允許","","","","港股","HKD","","4,000","0.62","2,480.00","2024/10/22 14:49:36 (香港)","港股","HKD","8461","","0","15","2","3","0.14","0.07","0","","","","20.21"
"買入","07200","南方兩倍做多恆指","4.114","100","411.40","全部成交","100@4.114","2024/10/21 14:08:00 (香港)","限價單","當日有效","允許","","","","港股","HKD","","100","4.114","411.40","2024/10/21 14:08:01 (香港)","港股","HKD","5383","","0","15","2","0","0.02","0.01","0","","","","17.03"
"買入","07500","南方兩倍做空恆指","3.586","100","358.60","全部成交","100@3.586","2024/10/18 13:22:51 (香港)","限價單","當日有效","允許","","","","港股","HKD","","100","3.586","358.60","2024/10/18 13:22:51 (香港)","港股","HKD","8554","","0","15","2","0","0.02","0.01","0","","","","17.03"
"買入","07200","南方兩倍做多恆指","4.418","500","2,209.00","全部成交","500@4.414","2024/10/10 10:26:42 (香港)","限價單","當日有效","允許","","","","港股","HKD","","500","4.414","2,207.00","2024/10/10 10:26:42 (香港)","港股","HKD","1458","","0","15","2","0","0.12","0.06","0","","","","17.18"
"買入","07500","南方兩倍做空恆指","2.96","1,300","3,848.00","全部成交","1,300@2.956","2024/10/07 09:15:48 (香港)","限價單","當日有效","允許","","","","港股","HKD","","1,300","2.956","3,842.80","2024/10/07 09:30:51 (香港)","港股","HKD","8478","","0","15","2","0","0.22","0.1","0.01","","","","17.33"
"賣出","03650","KEEP","5.58","300","1,674.00","全部成交","300@5.58","2024/09/14 17:27:07 (香港)","止損限價單","撤單前有效","","","5.60","","港股","HKD","","300","5.58","1,674.00","2024/09/16 09:37:36 (香港)","港股","HKD","7351","","0","15","2","2","0.09","0.05","0","","","","19.14"
"賣出","08529","優博控股","0.14","15,000","2,100.00","全部成交","15,000@0.14","2024/09/14 17:26:34 (香港)","止損限價單","撤單前有效","","","0.143","","港股","HKD","","15,000","0.14","2,100.00","2024/09/16 09:32:03 (香港)","港股","HKD","8464","","0","15","2","3","0.12","0.06","0","","","","20.18"
